"","Plot","Quad","x","y","Tubbs.barc.SBS"
"481","PPW1331","A1",523505.915745709,4271814.71461141,77
"482","PPW1331","A2",523507.08286446,4271819.32273641,76
"483","PPW1331","A3",523508.249983209,4271823.93086141,82
"484","PPW1331","A4",523509.417101959,4271828.53898641,83
"485","PPW1331","B1",523510.579739461,4271813.53548641,80
"486","PPW1331","B2",523511.74649571,4271818.14336141,84
"487","PPW1331","B3",523512.91325196,4271822.75123641,87
"488","PPW1331","B4",523514.080008212,4271827.35911141,90
"489","PPW1331","C1",523515.243733213,4271812.35636141,80
"490","PPW1331","C2",523516.410126962,4271816.96398641,88
"491","PPW1331","C3",523517.576520714,4271821.57161141,89
"492","PPW1331","C4",523518.742914462,4271826.17923641,90
"493","PPW1331","D1",523519.907726965,4271811.17723641,80
"494","PPW1331","D2",523521.073758213,4271815.78461141,87
"495","PPW1331","D3",523522.239789464,4271820.39198641,85
"496","PPW1331","D4",523523.405820712,4271824.99936141,85
"497","PPW1332","A1",524964.974146847,4271278.61812985,64
"498","PPW1332","A2",524966.102487473,4271283.0727861,76
"499","PPW1332","A3",524967.230828097,4271287.52744235,77
"500","PPW1332","A4",524968.359168723,4271291.9820986,75
"501","PPW1332","B1",524969.793737471,4271277.3995361,72
"502","PPW1332","B2",524970.921709346,4271281.85400485,57
"503","PPW1332","B3",524972.04968122,4271286.3084736,97
"504","PPW1332","B4",524973.177653097,4271290.76294235,89
"505","PPW1332","C1",524974.613328096,4271276.18094235,88
"506","PPW1332","C2",524975.74093122,4271280.6352236,88
"507","PPW1332","C3",524976.868534346,4271285.08950485,80
"508","PPW1332","C4",524977.996137472,4271289.5437861,80
"509","PPW1332","D1",524979.432918721,4271274.9623486,83
"510","PPW1332","D2",524980.560153095,4271279.41644235,84
"511","PPW1332","D3",524981.687387469,4271283.8705361,83
"512","PPW1332","D4",524982.814621845,4271288.32462985,71
"513","PPW1333","A1",525155.956048963,4271311.5971075,85
"514","PPW1333","A2",525157.072161463,4271316.00348249,72
"515","PPW1333","A3",525158.188273961,4271320.40985749,79
"516","PPW1333","A4",525159.304386459,4271324.81623249,79
"517","PPW1333","B1",525160.751636464,4271310.38473249,76
"518","PPW1333","B2",525161.867373964,4271314.79085749,76
"519","PPW1333","B3",525162.983111462,4271319.19698249,82
"520","PPW1333","B4",525164.098848964,4271323.60310749,85
"521","PPW1333","C1",525165.547223966,4271309.17235749,81
"522","PPW1333","C2",525166.662586465,4271313.57823249,74
"523","PPW1333","C3",525167.777948967,4271317.98410749,79
"524","PPW1333","C4",525168.893311464,4271322.38998249,64
"525","PPW1333","D1",525170.342811467,4271307.95998249,77
"526","PPW1333","D2",525171.457798968,4271312.36560749,65
"527","PPW1333","D3",525172.572786466,4271316.77123249,64
"528","PPW1333","D4",525173.687773968,4271321.17685749,70
"529","PPW1334","A1",524887.950883532,4271275.52252413,55
"530","PPW1334","A2",524889.03094916,4271279.78646163,55
"531","PPW1334","A3",524890.111014784,4271284.05039914,51
"532","PPW1334","A4",524891.191080408,4271288.31433664,65
"533","PPW1334","B1",524892.772249155,4271274.30346163,63
"534","PPW1334","B2",524893.85194603,4271278.56727414,38
"535","PPW1334","B3",524894.931642905,4271282.83108664,51
"536","PPW1334","B4",524896.011339782,4271287.09489914,70
"537","PPW1334","C1",524897.59361478,4271273.08439913,56
"538","PPW1334","C2",524898.672942903,4271277.34808664,42
"539","PPW1334","C3",524899.752271028,4271281.61177414,53
"540","PPW1334","C4",524900.831599156,4271285.87546164,51
"541","PPW1334","D1",524902.414980402,4271271.86533663,55
"542","PPW1334","D2",524903.493939777,4271276.12889914,54
"543","PPW1334","D3",524904.57289915,4271280.39246164,52
"544","PPW1334","D4",524905.651858527,4271284.65602414,72
"545","PPW1335","A1",525098.009255416,4271047.72451143,50
"546","PPW1335","A2",525099.192389791,4271052.39566768,33
"547","PPW1335","A3",525100.375524165,4271057.06682393,49
"548","PPW1335","A4",525101.558658543,4271061.73798018,44
"549","PPW1335","B1",525102.844264789,4271046.50216768,63
"550","PPW1335","B2",525104.027017916,4271051.17313643,37
"551","PPW1335","B3",525105.209771042,4271055.84410518,69
"552","PPW1335","B4",525106.392524165,4271060.51507393,52
"553","PPW1335","C1",525107.679274164,4271045.27982393,65
"554","PPW1335","C2",525108.861646039,4271049.95060518,65
"555","PPW1335","C3",525110.044017915,4271054.62138643,85
"556","PPW1335","C4",525111.226389789,4271059.29216768,72
"557","PPW1335","D1",525112.514283539,4271044.05748018,65
"558","PPW1335","D2",525113.696274164,4271048.72807393,64
"559","PPW1335","D3",525114.878264787,4271053.39866768,85
"560","PPW1335","D4",525116.060255414,4271058.06926144,67
"561","PPW1336","A1",525465.842354758,4271060.83911631,76
"562","PPW1336","A2",525467.059779755,4271065.64624131,53
"563","PPW1336","A3",525468.277204755,4271070.45336631,54
"564","PPW1336","A4",525469.494629757,4271075.26049131,62
"565","PPW1336","B1",525470.309279757,4271059.70999131,59
"566","PPW1336","B2",525471.526354757,4271064.51686631,72
"567","PPW1336","B3",525472.743429758,4271069.32374131,43
"568","PPW1336","B4",525473.960504757,4271074.13061631,35
"569","PPW1336","C1",525474.776204758,4271058.58086631,59
"570","PPW1336","C2",525475.992929757,4271063.38749131,77
"571","PPW1336","C3",525477.209654759,4271068.19411631,79
"572","PPW1336","C4",525478.426379759,4271073.00074131,58
"573","PPW1336","D1",525479.24312976,4271057.45174131,55
"574","PPW1336","D2",525480.459504759,4271062.25811631,57
"575","PPW1336","D3",525481.67587976,4271067.06449131,82
"576","PPW1336","D4",525482.89225476,4271071.87086631,75
"577","PPW1337","A1",526105.022753491,4271194.81351521,36
"578","PPW1337","A2",526106.249837866,4271199.65842146,54
"579","PPW1337","A3",526107.476922243,4271204.50332771,46
"580","PPW1337","A4",526108.704006617,4271209.34823397,83
"581","PPW1337","B1",526109.840812865,4271193.59542146,36
"582","PPW1337","B2",526111.067515989,4271198.44014021,51
"583","PPW1337","B3",526112.294219116,4271203.28485896,48
"584","PPW1337","B4",526113.520922241,4271208.12957771,69
"585","PPW1337","C1",526114.658872238,4271192.37732771,47
"586","PPW1337","C2",526115.885194113,4271197.22185896,50
"587","PPW1337","C3",526117.111515988,4271202.06639021,42
"588","PPW1337","C4",526118.337837865,4271206.91092147,66
"589","PPW1337","D1",526119.476931611,4271191.15923396,78
"590","PPW1337","D2",526120.702872236,4271196.00357771,69
"591","PPW1337","D3",526121.928812863,4271200.84792146,67
"592","PPW1337","D4",526123.154753486,4271205.69226522,68
"593","PPW1338","A1",524949.992079232,4269703.79851399,58
"594","PPW1338","A2",524951.208316733,4269708.60067024,65
"595","PPW1338","A3",524952.424554233,4269713.40282649,67
"596","PPW1338","A4",524953.640791734,4269718.20498274,77
"597","PPW1338","B1",524954.759641731,4269702.59317023,61
"598","PPW1338","B2",524955.975504232,4269707.39513899,55
"599","PPW1338","B3",524957.191366733,4269712.19710774,66
"600","PPW1338","B4",524958.407229231,4269716.99907649,74
"601","PPW1338","C1",524959.527204229,4269701.38782649,50
"602","PPW1338","C2",524960.742691731,4269706.18960774,61
"603","PPW1338","C3",524961.958179231,4269710.99138899,67
"604","PPW1338","C4",524963.173666729,4269715.79317024,72
"605","PPW1338","D1",524964.294766729,4269700.18248274,58
"606","PPW1338","D2",524965.509879229,4269704.98407649,60
"607","PPW1338","D3",524966.724991727,4269709.78567024,59
"608","PPW1338","D4",524967.940104228,4269714.58726399,61
"609","PPW1339","A1",524905.759827413,4269865.87224535,49
"610","PPW1339","A2",524906.983027412,4269870.70237035,44
"611","PPW1339","A3",524908.206227412,4269875.53249535,29
"612","PPW1339","A4",524909.429427413,4269880.36262035,36
"613","PPW1339","B1",524910.055927413,4269864.78637035,49
"614","PPW1339","B2",524911.278777413,4269869.61624535,58
"615","PPW1339","B3",524912.501627413,4269874.44612035,24
"616","PPW1339","B4",524913.724477412,4269879.27599535,13
"617","PPW1339","C1",524914.352027413,4269863.70049535,49
"618","PPW1339","C2",524915.574527413,4269868.53012035,52
"619","PPW1339","C3",524916.797027414,4269873.35974535,40
"620","PPW1339","C4",524918.019527414,4269878.18937035,52
"621","PPW1339","D1",524918.648127413,4269862.61462035,49
"622","PPW1339","D2",524919.870277412,4269867.44399535,52
"623","PPW1339","D3",524921.092427414,4269872.27337035,44
"624","PPW1339","D4",524922.314577413,4269877.10274535,65
"625","PPW1340","A1",527207.01929267,4269289.79424135,65
"626","PPW1340","A2",527208.236727044,4269294.60111635,52
"627","PPW1340","A3",527209.454161419,4269299.40799135,71
"628","PPW1340","A4",527210.671595794,4269304.21486635,72
"629","PPW1340","B1",527211.840052045,4269288.57561635,104
"630","PPW1340","B2",527213.057105171,4269293.38224135,104
"631","PPW1340","B3",527214.274158295,4269298.18886635,93
"632","PPW1340","B4",527215.49121142,4269302.99549135,53
"633","PPW1340","C1",527216.660811423,4269287.35699135,106
"634","PPW1340","C2",527217.877483299,4269292.16336635,109
"635","PPW1340","C3",527219.094155171,4269296.96974135,91
"636","PPW1340","C4",527220.310827045,4269301.77611635,70
"637","PPW1340","D1",527221.481570798,4269286.13836635,81
"638","PPW1340","D2",527222.697861423,4269290.94449135,61
"639","PPW1340","D3",527223.914152048,4269295.75061635,82
"640","PPW1340","D4",527225.130442673,4269300.55674135,66
"641","PPW1341","A1",527129.997817358,4269503.77476273,93
"642","PPW1341","A2",527131.20342986,4269508.53491898,88
"643","PPW1341","A3",527132.409042359,4269513.29507523,89
"644","PPW1341","A4",527133.614654861,4269518.05523148,96
"645","PPW1341","B1",527134.787479857,4269502.56391898,91
"646","PPW1341","B2",527135.992717358,4269507.32388773,99
"647","PPW1341","B3",527137.197954859,4269512.08385648,100
"648","PPW1341","B4",527138.403192359,4269516.84382523,98
"649","PPW1341","C1",527139.577142355,4269501.35307523,108
"650","PPW1341","C2",527140.782004858,4269506.11285648,107
"651","PPW1341","C3",527141.986867358,4269510.87263773,100
"652","PPW1341","C4",527143.191729858,4269515.63241898,99
"653","PPW1341","D1",527144.366804854,4269500.14223148,96
"654","PPW1341","D2",527145.571292356,4269504.90182523,91
"655","PPW1341","D3",527146.775779856,4269509.66141898,98
"656","PPW1341","D4",527147.980267356,4269514.42101273,106
"657","PPW1342","A1",527281.020054565,4269583.81461728,105
"658","PPW1342","A2",527282.24728894,4269588.66024228,96
"659","PPW1342","A3",527283.474523315,4269593.50586728,121
"660","PPW1342","A4",527284.701757688,4269598.35149228,118
"661","PPW1342","B1",527285.83253894,4269582.59799228,106
"662","PPW1342","B2",527287.059392067,4269587.44336728,101
"663","PPW1342","B3",527288.28624519,4269592.28874228,114
"664","PPW1342","B4",527289.513098316,4269597.13411728,126
"665","PPW1342","C1",527290.645023317,4269581.38136728,128
"666","PPW1342","C2",527291.871495193,4269586.22649228,107
"667","PPW1342","C3",527293.097967066,4269591.07161728,120
"668","PPW1342","C4",527294.324438942,4269595.91674228,127
"669","PPW1342","D1",527295.457507692,4269580.16474228,128
"670","PPW1342","D2",527296.683598317,4269585.00961728,102
"671","PPW1342","D3",527297.90968894,4269589.85449228,102
"672","PPW1342","D4",527299.135779567,4269594.69936728,94
"673","PPW1343","A1",522958.970898486,4273411.55975225,102
"674","PPW1343","A2",522960.071064112,4273415.9031585,94
"675","PPW1343","A3",522961.171229736,4273420.24656475,82
"676","PPW1343","A4",522962.27139536,4273424.589971,82
"677","PPW1343","B1",522963.812164109,4273410.3356585,106
"678","PPW1343","B2",522964.911960986,4273414.67887725,106
"679","PPW1343","B3",522966.01175786,4273419.022096,105
"680","PPW1343","B4",522967.111554734,4273423.36531475,92
"681","PPW1343","C1",522968.653429735,4273409.11156475,105
"682","PPW1343","C2",522969.752857859,4273413.454596,103
"683","PPW1343","C3",522970.852285985,4273417.79762725,102
"684","PPW1343","C4",522971.95171411,4273422.1406585,96
"685","PPW1343","D1",522973.49469536,4273407.887471,109
"686","PPW1343","D2",522974.593754736,4273412.23031475,97
"687","PPW1343","D3",522975.692814108,4273416.5731585,96
"688","PPW1343","D4",522976.791873485,4273420.91600225,91
"689","PPW1344","A1",522869.907543831,4272881.72826032,69
"690","PPW1344","A2",522871.080162581,4272886.35816657,78
"691","PPW1344","A3",522872.252781331,4272890.98807282,82
"692","PPW1344","A4",522873.425400081,4272895.61797907,74
"693","PPW1344","B1",522874.54966258,4272880.55466657,82
"694","PPW1344","B2",522875.72191883,4272885.18438532,74
"695","PPW1344","B3",522876.89417508,4272889.81410407,74
"696","PPW1344","B4",522878.066431332,4272894.44382282,80
"697","PPW1344","C1",522879.191781329,4272879.38107282,70
"698","PPW1344","C2",522880.363675079,4272884.01060407,71
"699","PPW1344","C3",522881.53556883,4272888.64013532,70
"700","PPW1344","C4",522882.70746258,4272893.26966657,76
"701","PPW1344","D1",522883.833900079,4272878.20747907,73
"702","PPW1344","D2",522885.005431327,4272882.83682282,72
"703","PPW1344","D3",522886.176962578,4272887.46616657,71
"704","PPW1344","D4",522887.34849383,4272892.09551032,76
"705","PPW1345","A1",523407.828266456,4272226.86339092,85
"706","PPW1345","A2",523409.055566456,4272231.70954717,81
"707","PPW1345","A3",523410.282866458,4272236.55570342,91
"708","PPW1345","A4",523411.510166459,4272241.40185967,87
"709","PPW1345","B1",523412.257166455,4272225.74379717,82
"710","PPW1345","B2",523413.484116456,4272230.58976592,83
"711","PPW1345","B3",523414.711066455,4272235.43573467,91
"712","PPW1345","B4",523415.938016456,4272240.28170342,86
"713","PPW1345","C1",523416.686066455,4272224.62420342,93
"714","PPW1345","C2",523417.912666453,4272229.46998467,85
"715","PPW1345","C3",523419.139266454,4272234.31576592,76
"716","PPW1345","C4",523420.365866457,4272239.16154717,96
"717","PPW1345","D1",523421.114966454,4272223.50460967,89
"718","PPW1345","D2",523422.341216453,4272228.35020342,89
"719","PPW1345","D3",523423.567466454,4272233.19579717,84
"720","PPW1345","D4",523424.793716453,4272238.04139092,96
"721","PPW1346","A1",524577.945220127,4270823.66563276,97
"722","PPW1346","A2",524579.092610752,4270828.19578901,97
"723","PPW1346","A3",524580.240001378,4270832.72594527,80
"724","PPW1346","A4",524581.387392004,4270837.25610152,66
"725","PPW1346","B1",524582.687910751,4270822.46653901,94
"726","PPW1346","B2",524583.834932627,4270826.99650777,101
"727","PPW1346","B3",524584.9819545,4270831.52647652,80
"728","PPW1346","B4",524586.128976376,4270836.05644527,77
"729","PPW1346","C1",524587.430601374,4270821.26744527,80
"730","PPW1346","C2",524588.577254501,4270825.79722651,89
"731","PPW1346","C3",524589.723907626,4270830.32700777,87
"732","PPW1346","C4",524590.87056075,4270834.85678902,88
"733","PPW1346","D1",524592.173292001,4270820.06835151,84
"734","PPW1346","D2",524593.319576374,4270824.59794527,84
"735","PPW1346","D3",524594.465860752,4270829.12753902,82
"736","PPW1346","D4",524595.612145125,4270833.65713277,66
"737","PPW1347","A1",523089.961398435,4268720.61423317,113
"738","PPW1347","A2",523091.086285936,4268725.05535816,110
"739","PPW1347","A3",523092.211173433,4268729.49648316,110
"740","PPW1347","A4",523093.336060934,4268733.93760816,118
"741","PPW1347","B1",523094.758910937,4268719.40135816,112
"742","PPW1347","B2",523095.883423438,4268723.84223316,119
"743","PPW1347","B3",523097.007935936,4268728.28310816,114
"744","PPW1347","B4",523098.132448435,4268732.72398316,110
"745","PPW1347","C1",523099.556423439,4268718.18848316,113
"746","PPW1347","C2",523100.680560938,4268722.62910816,113
"747","PPW1347","C3",523101.804698437,4268727.06973316,116
"748","PPW1347","C4",523102.928835938,4268731.51035816,111
"749","PPW1347","D1",523104.353935939,4268716.97560816,112
"750","PPW1347","D2",523105.477698439,4268721.41598316,115
"751","PPW1347","D3",523106.601460939,4268725.85635816,109
"752","PPW1347","D4",523107.725223441,4268730.29673316,112
"753","PPW1348","A1",523391.967995655,4269027.62825673,101
"754","PPW1348","A2",523393.100383155,4269032.09891298,103
"755","PPW1348","A3",523394.232770654,4269036.56956923,112
"756","PPW1348","A4",523395.365158154,4269041.04022548,111
"757","PPW1348","B1",523396.771233155,4269026.41391298,108
"758","PPW1348","B2",523397.903245654,4269030.88438173,111
"759","PPW1348","B3",523399.035258155,4269035.35485048,114
"760","PPW1348","B4",523400.167270655,4269039.82531923,112
"761","PPW1348","C1",523401.574470653,4269025.19956923,107
"762","PPW1348","C2",523402.706108154,4269029.66985048,107
"763","PPW1348","C3",523403.837745654,4269034.14013173,111
"764","PPW1348","C4",523404.969383154,4269038.61041298,112
"765","PPW1348","D1",523406.377708153,4269023.98522548,108
"766","PPW1348","D2",523407.508970651,4269028.45531923,109
"767","PPW1348","D3",523408.640233153,4269032.92541298,113
"768","PPW1348","D4",523409.771495654,4269037.39550673,112
"769","PPW1349","A1",526502.998066474,4270445.81363952,57
"770","PPW1349","A2",526504.222203975,4270450.64704577,78
"771","PPW1349","A3",526505.446341472,4270455.48045202,92
"772","PPW1349","A4",526506.670478974,4270460.31385827,79
"773","PPW1349","B1",526507.769703972,4270444.60729577,66
"774","PPW1349","B2",526508.993466472,4270449.44051452,81
"775","PPW1349","B3",526510.217228974,4270454.27373327,92
"776","PPW1349","B4",526511.440991471,4270459.10695202,101
"777","PPW1349","C1",526512.541341469,4270443.40095202,80
"778","PPW1349","C2",526513.764728971,4270448.23398327,100
"779","PPW1349","C3",526514.988116472,4270453.06701452,92
"780","PPW1349","C4",526516.211503972,4270457.90004577,89
"781","PPW1349","D1",526517.312978968,4270442.19460827,83
"782","PPW1349","D2",526518.53599147,4270447.02745202,100
"783","PPW1349","D3",526519.759003971,4270451.86029577,96
"784","PPW1349","D4",526520.982016469,4270456.69313952,94
"785","PPW1350","A1",523426.930833503,4269091.62488125,107
"786","PPW1350","A2",523428.057149126,4269096.0715375,97
"787","PPW1350","A3",523429.183464753,4269100.51819375,104
"788","PPW1350","A4",523430.309780377,4269104.96485,102
"789","PPW1350","B1",523431.665824127,4269090.4277875,110
"790","PPW1350","B2",523432.791771001,4269094.87425625,110
"791","PPW1350","B3",523433.917717876,4269099.320725,104
"792","PPW1350","B4",523435.043664752,4269103.76719375,98
"793","PPW1350","C1",523436.400814749,4269089.23069375,100
"794","PPW1350","C2",523437.526392875,4269093.676975,109
"795","PPW1350","C3",523438.651971001,4269098.12325625,104
"796","PPW1350","C4",523439.777549125,4269102.5695375,98
"797","PPW1350","D1",523441.135805374,4269088.0336,105
"798","PPW1350","D2",523442.261014749,4269092.47969375,104
"799","PPW1350","D3",523443.386224125,4269096.9257875,100
"800","PPW1350","D4",523444.511433499,4269101.37188125,89
"801","PPW1851","A1",527200.551698524,4269562.58825259,138
"802","PPW1851","A2",527201.614817273,4269566.78590884,137
"803","PPW1851","A3",527202.677936024,4269570.98356509,126
"804","PPW1851","A4",527203.741054774,4269575.18122134,116
"805","PPW1851","B1",527204.591667274,4269561.56690884,138
"806","PPW1851","B2",527205.654473524,4269565.76437759,130
"807","PPW1851","B3",527206.717279774,4269569.96184634,130
"808","PPW1851","B4",527207.780086024,4269574.15931509,129
"809","PPW1851","C1",527208.631636025,4269560.54556509,139
"810","PPW1851","C2",527209.694129775,4269564.74284634,139
"811","PPW1851","C3",527210.756623524,4269568.94012759,161
"812","PPW1851","C4",527211.819117274,4269573.13740884,151
"813","PPW1851","D1",527212.671604773,4269559.52422134,154
"814","PPW1851","D2",527213.733786024,4269563.72131509,137
"815","PPW1851","D3",527214.795967275,4269567.91840884,161
"816","PPW1851","D4",527215.858148525,4269572.11550259,152
"817","PPW1852","A1",527367.941907763,4269687.71848724,181
"818","PPW1852","A2",527369.114023387,4269692.34636223,177
"819","PPW1852","A3",527370.286139013,4269696.97423723,170
"820","PPW1852","A4",527371.458254638,4269701.60211223,171
"821","PPW1852","B1",527372.653223389,4269686.52736223,160
"822","PPW1852","B2",527373.824970263,4269691.15498723,171
"823","PPW1852","B3",527374.996717139,4269695.78261223,170
"824","PPW1852","B4",527376.168464014,4269700.41023723,155
"825","PPW1852","C1",527377.364539016,4269685.33623723,167
"826","PPW1852","C2",527378.535917139,4269689.96361223,167
"827","PPW1852","C3",527379.707295265,4269694.59098723,177
"828","PPW1852","C4",527380.878673391,4269699.21836223,163
"829","PPW1852","D1",527382.075854642,4269684.14511223,170
"830","PPW1852","D2",527383.246864017,4269688.77223723,161
"831","PPW1852","D3",527384.417873391,4269693.39936223,165
"832","PPW1852","D4",527385.588882765,4269698.02648723,171
"833","PPW1853","A1",527389.714114425,4269625.89084636,176
"834","PPW1853","A2",527390.940620675,4269630.73419011,180
"835","PPW1853","A3",527392.167126923,4269635.57753386,168
"836","PPW1853","A4",527393.393633174,4269640.4208776,163
"837","PPW1853","B1",527393.915470678,4269624.82894011,171
"838","PPW1853","B2",527395.141639429,4269629.67197136,142
"839","PPW1853","B3",527396.367808178,4269634.51500261,143
"840","PPW1853","B4",527397.593976928,4269639.35803385,166
"841","PPW1853","C1",527398.116826932,4269623.76703386,157
"842","PPW1853","C2",527399.342658181,4269628.60975261,142
"843","PPW1853","C3",527400.568489429,4269633.45247135,184
"844","PPW1853","C4",527401.794320679,4269638.2951901,191
"845","PPW1853","D1",527402.318183184,4269622.70512761,167
"846","PPW1853","D2",527403.543676934,4269627.54753386,172
"847","PPW1853","D3",527404.769170682,4269632.38994011,184
"848","PPW1853","D4",527405.994664431,4269637.23234635,175
"849","PPW1854","A1",527312.810748464,4269509.5580024,164
"850","PPW1854","A2",527313.890748465,4269513.82190865,155
"851","PPW1854","A3",527314.970748464,4269518.0858149,165
"852","PPW1854","A4",527316.050748464,4269522.34972115,159
"853","PPW1854","B1",527317.351898465,4269508.40990865,157
"854","PPW1854","B2",527318.431548465,4269512.6736274,150
"855","PPW1854","B3",527319.511198464,4269516.93734615,163
"856","PPW1854","B4",527320.590848463,4269521.2010649,136
"857","PPW1854","C1",527321.893048463,4269507.2618149,141
"858","PPW1854","C2",527322.972348462,4269511.52534615,132
"859","PPW1854","C3",527324.051648463,4269515.7888774,140
"860","PPW1854","C4",527325.130948465,4269520.05240865,151
"861","PPW1854","D1",527326.434198464,4269506.11372115,142
"862","PPW1854","D2",527327.513148464,4269510.3770649,161
"863","PPW1854","D3",527328.592098462,4269514.64040865,161
"864","PPW1854","D4",527329.671048464,4269518.9037524,139
