OID_COPY_1,Canopy_Damage_Percent_MEAN,Soil_Burn_Severity_MEAN,RBR_MEAN
32238,34.38951,1.732143,165.2238
32239,89.92493,2.524,171.9004
32240,88.71647,2.166667,216.5315
32241,3.409013,1.677273,131.7181
32242,13.92368,1.957486,199.9489
32243,11.03933,1.888412,130.9295
32244,43.6737,1.885714,70.65967
32245,29.32834,1.970588,100.6765
32246,52.54176,2.094118,294.4164
32247,93.3995,2.417526,192.2467
32248,99.20906,2.767568,211.7698
32249,64.33447,1.537037,235.4655
32250,24.89406,1.582418,197.1114
32251,97.64762,2.784444,565.0889
32252,28.91785,1.807692,370.6999
32253,9.12931,1.434783,146.962
32254,33.04807,1.939227,526.2765
32255,33.30007,1.774306,579.3829
32256,35.18519,1.527211,585.3105
32257,100,2.97281,654.7539
32258,94.071,2.54918,197.28
32259,47.66887,1.813953,54.26703
32260,66.59988,2.19802,37.34156
32261,78.01101,2.011765,72.64358
32262,13.71499,1.675676,164.4571
32263,99.60013,2.423221,98.86607
32264,71.60147,2.066667,62.81026
32265,31.80036,1.609524,97.74292
32266,68.26637,2,114.7982
32267,77.00321,2.260465,207.0363
32268,95.06812,2.696,347.0216
32269,99.20453,2.912326,182.3054
32270,14.41771,1.356436,85.90631
32271,99.97677,2.973585,50.70434
32272,13.94883,1.829114,55.80935
32273,10.41226,1.539683,75.13313
32274,84.66193,2.049505,147.2193
32275,90.64104,2.175926,265.0909
32276,65.366,1.92,118.0634
32277,91.69069,1.793427,25.45228
32278,79.66498,2.261386,78.05322
32279,99.35222,3.017136,34.68771
32280,91.08031,2.538462,88.78617
32281,10.14879,1.534653,76.23327
32282,63.02739,1.923077,179.0272
32283,95.75241,2.36,187.6229
32284,61.0385,1.966667,520.8407
32285,7.32637,1.45572,260.3936
32286,58.88314,1.847222,89.13249
32287,99.78989,3.049708,434.8217
32288,14.39804,1.580488,21.76948
32289,99.89427,3.014003,123.2602
32290,50.99542,1.69,61.3064
32291,99.66963,2.995293,197.5499
32292,30.39183,1.714286,70.64513
32293,98.80108,2.708333,613.0144
32294,11.03769,2.022727,299.5563
32295,42.0044,2.122449,131.8971
32296,34.26338,2.027692,148.384
32297,39.21354,2.057402,114.9907
32298,51.79613,1.768212,51.21972
32299,96.86805,2.40873,494.2966
32300,10.12734,1.896104,178.3505
32301,1.433595,1.684211,102.2985
32302,82.23238,1.970803,134.9115
32303,87.35751,2.092308,138.5959
32304,97.36656,2.489583,474.3822
32305,71.89592,1.934066,604.4774
32306,96.50742,2.904624,34.55627
32307,0.567117,1.932099,628.3864
32308,27.17893,1.510345,142.1777
32309,6.469754,1.870253,102.1376
32310,2.36382,1.294643,115.6111
32311,97.69609,2.688623,156.1572
32312,97.02799,2.873753,93.46933
32313,0.687472,1.620482,141.8531
32314,98.87363,2.236934,159.1187
32315,100,2.631902,514.3333
32316,10.7814,1.850746,186.2694
32317,100,2.450292,41.736
32318,80.00611,2.020408,32.87431
32319,18.14395,1.567347,226.2016
32320,99.96165,2.562249,157.7148
32321,1.083974,1.671982,14.45938
32322,1.637689,1.5,67.17921
32323,6.833468,1.707602,640.2725
32324,92.89795,1.770992,41.45966
32325,28.52665,1.420765,618.4273
32326,99.36461,2.991585,178.0482
32327,52.74322,1.222222,605.5203
32328,33.82329,2.010526,24.98831
32329,75.60957,1.606888,385.0777
32330,75.74348,2.294118,106.2129
32331,53.92298,1.364865,173.8662
32332,25.17146,1.761506,161.0976
32333,56.87705,1.201389,166.1887
32334,69.77821,1.952381,115.1573
32335,63.50506,1.931034,212.5808
32336,12.6716,1.777228,55.73993
32337,8.356904,1.863636,29.01509
32338,99.24203,2.672619,209.0473
32339,96.99867,2.826552,219.6194
32340,99.50794,2.917127,255.3181
32341,13.5828,1.664,205.4065
32342,89.09539,1.676471,576.9832
32343,98.81565,2.386364,66.28129
32344,78.06619,2.197183,110.0586
32345,26.23635,1.982036,64.99766
32346,99.60822,2.70267,39.98632
32347,89.14,2.902655,392.794
32348,91.27062,2.887006,393.6053
32349,98.68934,2.657895,22.26482
32350,72.24607,2.230769,242.9795
32351,99.54268,2.584865,393.069
32352,95.51649,2.936667,57.69669
32353,100,2.790419,479.1915
32354,2.914798,1.555556,176.8031
32355,97.65795,2.83917,111.0176
32356,26.03537,1.940741,515.6861
32357,41.86355,2,19.15544
32358,99.26557,2.786325,13.17094
32359,80.23488,1.776968,30.78384
32360,52.35152,1.554745,63.26011
32361,25.89785,1.385542,25.78207
32362,12.51813,1.682028,594.7652
32363,26.22768,1.657895,66.6615
32364,28.9705,1.833333,151.6584
32365,93.79347,2.886256,78.34666
32366,97.52022,3,139.9317
32367,60.17919,3,47.39982
32368,90.61796,2.3327,89.68041
32369,89.10724,2.148936,48.48252
32370,0.602604,1.314286,110.5607
32371,23.85694,1.823009,135.3433
32372,99.68027,2.807692,71.37848
32373,56.75529,2.079755,103.6648
32374,86.71341,1.867925,330.9429
32375,96.9534,2.664557,347.7201
32376,54.12358,2.17094,441.3672
32377,92.66819,2.443902,37.54854
32378,88.85796,2.690691,103.9557
32379,100,2.751174,236.4782
32380,98.6351,2.301665,196.7487
32381,82.16303,2.152174,178.6979
32382,10.22605,1.8,564.4386
32383,3.459354,1.725765,361.0115
32384,97.87168,2.605381,587.9579
32385,5.784275,1.660099,356.168
32386,32.61828,1.754717,267.341
32387,100,2.402985,567.1304
32388,54.47477,1.599174,630.3752
32389,77.53582,1.75,578.5418
32390,32.04481,1.641026,79.17264
32391,38.39662,1.951613,446.6474
32392,3.252033,1.441176,98.24681
32393,16.88967,1.872117,132.1051
32394,99.99034,2.673543,294.8738
32395,48.84831,1.957143,263.858
32396,98.91369,1.864078,161.6852
32397,80.95308,2.014881,35.37079
32398,73.99008,2,40.79155
32399,93.03462,2.387611,43.48696
32400,13.54278,2,77.32777
32401,84.74864,1.386364,521.4001
32402,20.68696,1.659794,655.0723
32403,98.28129,2.390625,643.9404
32404,14.15094,1.72549,193.4843
32405,34.55978,1.969582,185.5822
32406,100,2.341837,22.02156
32407,94.39313,3,34.37579
32408,100,3,290.5512
32409,98.63948,2.540323,153.1208
32410,99.80135,2.779221,117.0843
32411,39.66987,1.417722,399.1412
32412,37.52498,1.428571,121.4835
32413,56.01578,2,328.0056
32414,5.210545,2.010076,284.0626
32415,54.32805,1.95614,368.9888
32416,96.45018,3,429.4277
32417,67.01134,2.281081,106.2087
32418,22.24104,1.809524,32.36343
32419,5.483577,2,11.48744
32420,99.98372,2.335484,512.5714
32421,6.890875,1.859375,23.31561
32422,100,2.3125,122.4098
32423,99.06919,2.21128,538.5987
32424,3.074173,1.758621,161.6247
32425,43.89231,1.554217,203.3364
32426,28.47246,1.252632,196.3439
32427,50.90419,2.740741,232.7595
32428,96.97124,1.875486,2.614658
32429,14.36877,1.418803,38.18589
32430,25.79727,1.651685,479.8633
32431,63.8396,2.097561,153.6115
32432,29.71576,1.779412,184.6057
32433,37.28004,1.603175,157.3967
32434,68.14672,1.617021,194.303
32435,95.04183,1.720721,290.7591
32436,2.037371,1.337209,92.83609
32437,97.47306,2.981693,80.48026
32438,95.26393,3,120.4994
32439,99.71929,2.651822,332.4381
32440,56.55266,1.976744,51.19223
32441,96.77289,3,77.11905
32442,40.27124,2.072289,424.6387
32443,94.48103,2.355556,503.924
32444,97.04979,2.430962,616.9266
32445,39.78522,2.13913,452.6683
32446,31.63883,2.167939,611.6861
32447,93.08936,2.726744,111.1505
32448,23.85159,2.225352,189.007
32449,59.38356,2.093023,136.0033
32450,47.09035,1.990385,141.927
32451,33.40347,1.292135,125.7953
32452,42.45264,2.042857,564.2511
32453,93.51014,2,218.785
32454,19.17133,1.496296,43.6733
32455,73.86139,2.125,74.51479
32456,100,2.600917,475.8237
32457,96.88285,2.429703,20.15665
32458,3.497057,1.496241,492.6714
32459,19.11062,1.79096,482.4878
32460,8.908811,1.866379,4.58211
32461,72.95711,2.704545,206.0035
32462,100,3,57.60144
32463,23.72997,1.617391,175.0083
32464,92.2248,2.447619,143.4166
32465,74.81813,1.975,49.89672
32466,96.84791,3.093023,87.77778
32467,38.383,2.09901,213.436
32468,53.60965,1.908602,144.2923
32469,97.92753,1.351563,74.72901
32470,35.77192,2.374269,213.8367
32471,62.81741,1.432203,140.8222
32472,100,2.704918,6.440247
32473,34.53994,1.326531,553.9169
32474,92.92774,2.254417,640.1575
32475,62.73644,1.682927,333.2855
32476,45.18216,2.861502,159.0157
32477,99.52416,2.488542,582.4534
32478,36.42562,1.656863,166.3905
32479,15.4185,2,261.1154
32480,94.54545,1.948718,462.6155
32481,99.92501,2.628497,99.47067
32482,96.92583,2.385321,127.3063
32483,88.58429,2.214286,220.4914
32484,92.369,2.816438,136.6766
32485,99.35866,2.877193,159.8912
32486,46.43234,1.888889,111.7086
32487,3.257403,2,53.36892
32488,97.87308,2.52381,164.2162
32489,21.83641,2.039216,282.0126
32490,15.57143,2.096154,127.5766
32491,44.6281,2.166667,315.7812
32492,88.68715,2.057692,495.4963
32493,4.705294,1.751825,531.5494
32494,97.28346,2.455882,56.7904
32495,77.82139,2.369565,43.73403
32496,29.48516,1.432836,18.82804
32497,0.600503,1.369697,213.8632
32498,99.91909,3,642.8009
32499,97.83198,3.014851,68.4318
32500,10.67593,1.605298,232.3935
32501,98.87015,3,180.1545
32502,86.69007,1.84375,664.0584
32503,53.22912,2.123288,139.5594
32504,31.70857,1.7393,87.20392
32505,87.48716,2.680723,98.54777
32506,58.25371,2.61215,185.2777
32507,61.83386,1.868613,60.67071
32508,96.76425,2.402985,496.2162
32509,52.52332,2.023438,28.61221
32510,37.05272,1.869388,353.8509
32511,18.87592,1.730038,122.6004
32512,64.94652,2.79661,141.1837
32513,90.4712,2.987288,525.9516
32514,10.44451,1.801887,109.4003
32515,67.07394,2.255319,278.856
32516,29.05199,1.912,282.1056
32517,5.281583,1.666667,448.5034
32518,95.30133,2.780156,218.2705
32519,49.42997,1.402299,168.8309
32520,94.03209,2.073171,451.1517
32521,0.280041,1.846154,485.6885
32522,98.68943,2.982385,120.6448
32523,100,2.411565,96.55136
32524,100,2.944444,385.8638
32525,92.82601,1.169811,86.16413
32526,75.28075,1.915254,118.7357
32527,100,1.623077,173.9481
32528,98.85778,2.119787,279.8626
32529,99.43572,2.055944,74.16596
32530,27.89488,1.735849,189.9696
32531,12.77193,1.570248,164.0752
32532,29.29591,1.297674,65.00095
32533,16.78454,2.038182,4.904934
32534,92.63226,1.346939,625.6013
32535,68.51974,2.424658,630.2146
32536,90.23808,2.253165,32.99781
32537,80.30513,2.627119,470.3567
32538,99.6946,2.794495,61.82617
32539,99.47608,3.003413,109.0272
32540,99.94686,2.87619,59.38232
32541,99.84223,2.946101,224.1584
32542,11.38576,1.67463,163.9895
32543,13.30751,1.447154,149.4038
32544,99.2498,2.749386,152.594
32545,84.91211,2.320261,167.8395
32546,48.34624,2.401575,116.5188
32547,58.70911,2.454545,55.44467
32548,97.90467,2.903475,160.171
32549,42.32546,1.415094,622.4417
32550,100,2.368217,62.80572
32551,0.216049,1.24,192.4792
32552,100,2.868687,76.04585
32553,37.13848,1.907692,41.18912
32554,15.30379,1.522388,547.8205
32555,99.33121,2.957638,134.819
32556,89.66535,1.8,355.3364
32557,59.1038,1.259259,10.44471
32558,16.30113,1.333333,665.3505
32559,18.0499,1.56701,558.408
32560,2.227192,1.691617,629.0503
32561,74.1988,1.934498,136.0219
32562,92.16246,1.973856,116.7255
32563,23.60886,1.985915,227.0692
32564,94.94192,1.919355,262.593
32565,30.12779,1.729008,181.1062
32566,97.1257,3.163043,110.7271
32567,96.98515,2.649425,30.86432
32568,32.67606,1.75,14.9456
32569,62.21828,2.152542,66.95498
32570,51.33636,2.138889,90.47821
32571,68.66588,2.459016,172.0345
32572,93.18196,2.613014,230.6507
32573,92.26702,2.582822,189.332
32574,99.57495,2.572714,554.068
32575,99.50687,2.757225,510.8099
32576,98.17126,3.012228,541.541
32577,29.31734,1.734177,599.6151
32578,98.7441,2.843327,92.79101
32579,98.41881,2.572917,47.56739
32580,99.67831,1.690821,376.8727
32581,11.37473,1.650177,229.4125
32582,99.87058,2.942898,161.3089
32583,59.02787,1.863248,247.4962
32584,62.01563,1.618557,459.9516
32585,9.87591,1.492462,193.7863
32586,98.33445,2.056818,475.0883
32588,29.03529,1.587302,8.528521
32589,31.31653,2,562.1511
32590,71.34959,1.507463,89.882
32591,90.78378,1.439394,23.54366
32592,48.89348,1.544643,590.162
32593,92.09455,2.6313,86.71596
32594,87.46424,1.581395,63.60618
32595,52.01766,2.210762,102.7477
32596,60.21091,1.869565,85.6753
32597,78.27017,2.142857,37.7896
32598,34.78705,2.166667,162.7236
32599,46.08835,1.788991,245.2347
32600,96.14585,2.301075,66.1951
32601,2.589403,1.766892,135.8679
32602,45.76749,1.433121,82.12311
32603,99.13445,2.846591,656.7703
32604,96.64307,3,287.7529
32605,53.1662,1.833333,126.5255
32606,51.29196,2.095057,192.0009
32607,83.3216,2.095238,133.876
32608,42.81544,2.014218,203.0244
32609,98.68608,3,254.2682
32610,99.28735,2.853659,229.0314
32611,1.022589,1.778846,415.8993
32612,52.45225,2,404.2285
32613,36.62843,1.906077,499.0472
32614,76.33584,2.203883,78.11056
32615,93.63898,2.792822,608.6395
32616,17.39291,1.574118,525.7841
32617,96.91639,2.845938,254.8614
32618,94.2651,2.988235,40.55112
32619,26.91239,2.042904,596.1942
32620,95.06541,2.816514,94.60384
32621,74.72502,2.300752,69.2716
32622,38.1982,1.663366,20.13038
32623,96.38874,2.978992,131.5928
32624,98.46176,2.967985,128.9681
32625,85.54519,2.536105,50.18761
32626,89.88382,2.95539,101.7785
32627,74.29057,2.489496,120.0211
32628,23.72222,1.183673,111.0146
32629,93.02305,3,74.20593
32630,8.947997,1.800813,204.5394
32631,42.75956,1.177778,89.85761
32632,97.67174,2.563187,160.8546
32633,95.64554,3.010989,120.0875
32634,100,2.830882,148.5876
32635,9.867536,1.335697,179.2349
32636,99.70173,2.881494,148.3443
32637,94.61153,1.043478,158.4288
32638,62.37942,1.377778,75.68042
32639,28.69752,1.277778,48.88317
32640,96.24271,2.401709,628.4321
32641,7.020955,1.485714,669.3927
32642,36.08504,1.481481,146.1897
32643,98.89626,2.932292,113.292
32644,94.58864,2.820126,141.8247
32645,92.01884,2.560284,106.8452
32646,99.79495,3.238095,331.8857
32647,1.876543,1.298507,503.5126
32648,97.58041,2.925097,55.09615
32649,91.46814,2.801205,66.40214
32650,99.60033,2.654773,48.65377
32651,6.076344,1.724074,235.8077
32652,90.7922,3.098361,393.3503
32653,44.88195,1.907895,64.48987
32654,28.92354,1.858696,354.1508
32655,10.52796,1.980198,573.1401
32656,98.69611,2,102.7512
32657,16.77286,1.8,335.6073
32658,11.88864,1.43131,167.4274
32659,28.20468,1.863636,105.7717
32660,45.41009,1.4,553.6188
32661,41.87271,1.81982,483.8156
32662,96.96771,3.040964,243.1772
32663,98.23367,3.21134,628.7738
32664,98.65903,1.939279,339.6666
32665,55.42725,2.047619,6.733157
32666,63.11377,1.59434,694.4807
32667,95.84724,2,47.0885
32668,93.76044,2.701754,23.13331
32669,97.29131,2.895349,456.4947
32670,100,2.522936,548.4697
32671,44.02627,1.639535,533.7032
32672,15.15581,1.863014,20.28828
32673,67.49205,1.725191,519.005
32674,77.44173,2.203704,22.64961
32675,8.778767,1.729958,136.3489
32676,99.3058,2.643897,112.8613
32677,34.16171,1.617284,274.6103
32678,7.454097,1.016393,31.36427
32679,99.74904,2.464353,69.78914
32680,96.64482,3.120939,489.5683
32681,97.38393,2.633929,388.4246
32682,71.51845,2.405405,184.1451
32683,99.76932,1.347826,618.1703
32684,53.28771,2.007968,-2.78443
32685,91.23069,2.153846,636.3779
32686,64.28016,2.208791,282.0739
32687,57.41819,2.251969,606.5637
32688,12.23339,1.416387,47.26135
32689,41.14545,1.934211,671.4282
32690,78.15385,2.466667,107.3234
32691,45.27924,1.449541,30.36224
32692,20.68813,1.173077,54.97165
32693,14.74708,1.83871,309.8629
32694,97.63054,2.922545,31.46843
32695,96.46032,2.85,49.7219
32696,17.57557,1.623632,117.3325
32697,91.86131,1.62963,51.00683
32698,72.58486,1.615385,122.8735
32699,66.24239,1.737705,622.2638
32700,41.11045,1.938095,644.7293
32701,22.53014,1.971831,141.7406
32702,91.6902,2.186275,168.1339
32703,36.47759,1.455696,119.4372
32704,5.852255,1.958763,125.6123
32705,33.41531,1.702703,332.5955
32706,47.77072,1.474074,311.781
32707,51.15233,1.273256,556.4555
32708,18.70086,1.795455,119.7264
32709,98.52256,2.166667,84.27098
32710,59.36645,1.910714,133.344
32711,98.16345,2.36036,209.4873
32712,37.2053,1.638889,52.2992
32713,97.06152,2.99696,509.5283
32714,16.43283,1.826667,96.53442
32715,86.79509,2.036697,138.3449
32716,100,2.192308,556.0419
32717,98.2469,2,660.8381
32718,99.90356,2.724806,382.4788
32719,100,2.395522,220.9828
32720,78.92328,1.79798,112.3159
32721,99.17454,2.630824,106.0365
32722,96.96858,2.984305,299.4872
32723,99.91715,2.953757,239.5128
32724,99.77521,2.924242,181.3593
32725,99.37829,2.826291,18.36575
32726,98.23031,2.998099,67.34235
32727,23.30087,1.52809,234.1417
32728,99.75112,2.982974,64.33692
32729,28.79618,1.652361,49.20973
32730,30.17654,1.475556,33.06302
32731,78.15186,1.826087,374.8352
32732,35.06321,1.818898,253.0526
32733,59.73059,2.358491,59.56275
32734,75.55163,2.10728,97.36279
32735,1.92011,1.904255,82.72827
32736,71.10182,3,72.0668
32737,95.65217,2.897727,126.3989
32738,93.16315,2.96,108.6618
32739,72.5837,1.870588,222.48
32740,35.1273,2.2,73.2303
32741,76.18778,2.73251,49.78968
32742,98.4273,2.728261,118.7261
32743,100,2.473373,51.80904
32744,47.87645,2.441558,123.1677
32745,64.5074,2.25,104.9456
32746,89.09527,1.380734,218.2934
32747,95.15093,3.057221,111.2115
32748,43.36283,1.880165,444.3422
32749,96.35253,2.938776,133.4828
32750,99.62884,3,582.7085
32751,96.08819,2.981818,62.07249
32752,100,2.985782,164.3559
32753,10.20543,1.421875,430.8964
32754,97.47203,2.954167,269.7573
32755,90.29805,2.963415,468.2255
32756,74.37645,3,436.8788
32757,67.44083,2.140845,169.6972
32758,92.50903,1.706667,424.7454
32759,60.27069,1.952141,579.6295
32760,52.38268,1.905512,399.9911
32761,95.45202,2.387407,628.9157
32762,60.62937,1.75,507.0864
32763,93.37838,3.12933,577.9238
32764,76.70431,2.712766,42.23239
32765,100,2.333333,592.1978
32766,62.57556,1.807692,34.10726
32767,58.42697,2,77.49548
32768,98.55497,2.752174,158.6114
32769,98.5117,2.793241,72.73165
32770,45.52122,1.771144,102.4503
32771,52.5284,1.873171,137.7074
32772,2.364425,1.972222,51.85992
32773,93.4705,2.974026,577.7648
32774,99.58379,2.910515,491.7501
32775,99.74002,2.995745,365.4358
32776,100,2.944444,134.4825
32777,20.27683,1.423529,165.4842
32778,4.231041,1.710526,204.4484
32779,93.09111,2.913876,366.974
32780,99.07323,2.954704,460.2016
32781,27.52211,1.557143,214.5138
32782,99.69412,2.357143,202.7907
32783,61.2045,2,156.2786
32784,77.99134,2.625455,494.6741
32785,74.5144,1.784,135.9814
32786,24.30226,1.83105,512.3805
32787,62.89542,2.012195,314.1604
32788,95.91698,2.973333,358.183
32789,27.69666,1.780488,247.7008
32790,89.77639,1.883333,-2.63346
32791,49.09516,1.673203,607.9144
32792,42.82337,1.41844,577.1611
32793,95.10558,3,570.3805
32794,83.00495,1.75,129.6614
32795,79.45422,3,193.9851
32796,64.07387,1.753086,138.6834
32797,44.52661,1.712389,125.2861
32798,82.71266,1.478261,336.9121
32799,91.16452,2.304124,100.1286
32800,15.4703,1.833333,522.1078
32801,60.43927,1.696,337.894
32802,95.80176,2.821739,254.4648
32803,99.15449,2.484979,126.5853
32804,96.47819,2.044444,130.6295
32805,97.59387,2.547988,396.5425
32806,9.063037,1.12766,286.7325
32807,98.7558,2.729858,74.7118
32808,100,3,109.5223
32809,98.26816,2.791667,5.860226
32810,98.06001,2.990698,661.0141
32811,65.80328,1.747619,629.177
32812,61.25986,1.872483,565.838
32813,85.70333,2.057692,567.7878
32814,25.29424,1.782051,120.5399
32815,94.89051,2.258621,34.7268
32816,46.36933,1.502513,575.9441
32817,51.34964,1.885714,572.4249
32818,99.44866,2.794344,79.35546
32819,94.6334,1.946939,258.967
32820,99.58967,2.330986,139.9053
32821,29.5434,1.507143,260.6728
32822,51.63672,1.767025,203.0868
32823,59.46407,1.75,87.28172
32824,98.54413,1.917553,131.0843
32825,82.96624,2.458084,549.9669
32826,50.91988,2.024691,140.676
32827,87.8278,1.945055,82.25284
32828,99.9234,3.063953,30.77567
32829,100,2.58,94.34128
32830,96.6491,3.001927,556.8195
32831,92.15486,2.945455,199.3211
32832,43.79688,1.444444,472.7982
32833,28.47228,1.721591,56.53974
32834,99.05895,2.832192,118.9707
32835,39.59626,1.869159,145.9101
32836,54.57412,1.798077,231.8751
32837,97.30285,2.649215,16.75122
32838,85.46331,1.806452,112.7495
32839,99.67306,2.875375,531.3111
32840,56.94656,1.294118,318.0995
32841,34.19217,1.761905,148.9681
32842,88.1528,2.225806,333.6027
32843,94.24645,2.942408,49.57928
32844,96.76059,2.50495,355.2928
32845,72.28178,1.914894,615.0312
32847,100,2.026756,557.5249
32848,99.60294,3.217617,495.6221
32849,99.26067,2.971731,186.373
32850,42.44978,1.545455,119.5916
32851,93.99932,2.828571,162.0551
32852,41.73765,2.34,80.70873
32853,18.57247,1.674286,287.731
32854,98.86519,2.516916,47.18048
32855,94.72544,2.625282,105.2099
32856,2.056692,1.448276,572.693
32857,35.25748,1.621622,128.0058
32858,22.24767,1.382114,470.5133
32859,91.37231,2.5,40.68984
32860,10.86504,2.262248,79.91453
32861,81.00246,2.484902,97.73688
32862,100,2.392241,144.6933
32863,24.89794,1.719595,305.1603
32864,90.14609,2.91623,138.7566
32865,24.27536,1.97644,150.9831
32866,78.85986,2.75,498.4309
32867,55.21845,2.732558,231.596
32868,63.99685,2.875,453.3885
32869,3.456369,1.565371,384.5425
32870,100,2.73913,90.86207
32871,55.59921,2.416867,94.74997
32872,19.96178,1.752137,349.5996
32873,91.37394,2.686047,167.4619
32874,51.60727,2.45098,139.7376
32875,78.49462,2.931034,515.682
32876,25.63025,1.638889,166.2148
32877,96.47637,2.933962,569.4837
32878,77.81191,3,52.57734
32879,22.90202,1.764268,61.86035
32880,99.79855,2.704989,218.3035
32881,97.38269,2.783654,504.4545
32882,95.54695,2.814286,348.285
32883,99.41757,2.944444,166.8293
32884,92.43119,2.130435,44.69177
32885,62.34905,2.016393,436.3399
32886,67.75223,1.694215,537.5799
32887,27.04537,1.344828,542.0466
32888,60.35498,1.231707,98.31003
32889,42.63764,2.915493,385.1894
32890,29.22924,1.68595,46.34595
32891,45.43372,1.299213,37.48059
32892,23.19688,1.368421,531.5099
32893,98.71495,1.581395,370.6716
32894,13.0862,1.32,6.694257
32895,96.24131,2.308921,50.3716
32896,51.81308,1.733871,41.43444
32897,99.64949,2.615894,284.3001
32898,57.31429,1.558824,62.75437
32899,37.78928,1.42,284.1894
32900,51.49633,1.346774,272.2868
32901,98.97713,2.726126,19.83423
32902,31.93083,2.188482,438.4091
32903,43.4384,1.899329,68.84671
32904,12.62668,1.577381,465.128
32905,93.51451,2.440389,236.2789
32906,100,2.334385,277.0383
32907,10.98987,1.539741,33.07095
32908,17.01457,1.142857,504.9779
32909,3.103353,1.666667,118.5538
32910,31.09459,1.727273,45.30573
32911,60.33847,1.310811,237.5821
32912,99.75842,2.090323,246.8475
32913,40.26238,1.511111,424.0197
32914,54.80427,1.585366,71.94571
32915,45.05015,2.096774,442.1239
32916,23.05303,1.7875,594.5108
32917,93.51277,2.367232,49.85025
32918,22.24587,1.538043,547.1192
32919,97.96864,2.301887,326.1167
32920,99.66037,2.869902,454.1498
32921,99.13327,3.131222,604.916
32922,48.54747,1.973958,154.3615
32923,70.37276,1.493056,172.4029
32924,57.7381,1.974359,28.6413
32925,90.77775,1.965986,31.02857
32926,100,2.532934,46.49566
32927,61.5942,1.462264,163.7036
32928,54.5174,2.008696,126.1702
32929,100,2.479705,94.92349
32930,95.67499,3.031008,75.18239
32931,96.99989,2.598765,223.234
32932,79.40895,2.765766,49.88052
32933,63.65159,2.5,440.5563
32934,92.46101,2.605442,57.81605
32935,72.17454,2.993243,506.0201
32936,7.42684,1.572864,58.69613
32937,93.82642,3.07362,88.77597
32938,29.04825,1.676591,116.2906
32939,77.57193,1.896552,461.8862
32940,97.41248,2,107.8274
32941,2.87802,1.858586,101.5731
32942,90.83082,2.917241,17.27493
32943,91.61218,2.972222,344.4729
32944,39.61271,1.696203,518.0845
32945,100,2.456204,63.30903
32946,22.27583,1.645487,44.93812
32947,99.79074,1.944444,17.06149
32948,99.8166,2.856031,69.53438
32949,100,2.44186,60.07086
32950,46.37135,1.654545,172.5575
32951,92.53571,1.777778,171.5781
32952,25.68475,1.229167,67.9731
32953,30.1718,1.265625,195.2467
32954,81.4633,1.560345,39.96285
32955,12.34568,1.351852,198.6119
32956,97.03301,1.746313,39.67957
32957,82.79936,1.266234,193.3426
32958,48.44462,1.477099,587.65
32959,65.97914,2.176829,670.7766
32960,99.43384,2.80597,223.5584
32961,100,2.985714,242.0539
32962,100,2.982143,90.78524
32963,93.30485,2.891051,151.8021
32964,96.40373,3.013423,295.2151
32965,56.17009,1.942308,145.8284
32966,67.33992,2.607029,132.7613
32967,99.57315,3.334615,538.7712
32968,92.7254,2.410828,585.0409
32969,91.80156,2.942827,347.6823
32970,47.58916,1.855769,369.9194
32972,74.11765,3,138.4599
32973,91.66777,1.864865,387.9019
32974,75.67225,1.569892,428.9201
32975,57.94142,1.938462,3.190127
32976,98.98353,2.220472,438.5485
32977,82.91599,1.930233,48.13118
32978,91.90188,2.439299,211.5428
32979,84.18672,2.710145,318.5089
32980,79.3278,2.432432,13.15208
32981,84.04087,2.638783,537.7197
32982,99.64571,2.985759,617.3922
32983,99.48095,2.994094,73.27124
32984,99.08928,2.936819,492.4393
32985,97.81725,2.369333,76.37581
32986,100,2.004717,101.3679
32987,65.06899,2.857143,571.3948
32988,98.90054,2.879534,502.7691
32989,100,2.798942,25.75475
32990,55.32704,1.661765,69.97527
32991,45.18366,2,23.99856
32992,88.12432,1.891304,111.4528
32993,99.2381,2.8,194.9214
32994,46.08005,1.589474,78.8167
32995,85.04385,1.777778,110.5865
32996,86.77279,2.868502,-10.1604
32997,77.8591,2.222222,36.58786
32998,21.45047,2,211.2075
32999,39.49636,2.06422,324.1174
33000,96.11767,2.425926,420.442
33001,100,2.565217,207.2258
33002,76.08511,2.18018,443.2626
33003,100,2.771845,374.0152
33004,73.64884,1.258621,170.0527
33005,97.02795,2.911565,284.0837
33006,91.91275,2.808585,586.0955
33007,67.68979,2.317073,238.0445
33008,100,3.204545,278.0238
33009,44.58343,1.982456,102.0421
33010,15.00808,1.903226,155.0182
33011,99.86089,3.309645,601.6558
33012,41.24892,1.824468,192.1579
33013,99.98839,2.672464,109.8462
33014,87.61585,2.995745,181.2585
33015,99.88361,2.946911,197.3714
33016,23.20829,1.684615,126.7204
33017,71.8201,3,271.3552
33018,95.3125,2.864286,210.2086
33019,52.67626,1.292453,251.4389
33020,22.71783,1.362319,539.2551
33021,87.71033,1.769841,508.4101
33022,96.67533,1.954955,363.1786
33023,40.24822,1.548673,585.3169
33024,82.06983,1.367347,455.3105
33025,43.94079,2.077922,402.5552
33026,59.12676,2.133333,333.0828
33027,98.39266,2.432665,606.4902
33028,64.25856,1.4375,624.0566
33029,44.60069,1.8,40.61154
33030,70.43043,2.379487,82.43186
33031,66.04273,2.782353,309.0909
33032,99.89865,2.453366,378.4162
33033,35.48624,2.757085,116.033
